API,Formula_API,MW_API,LogP_API,AlogP_API,HBA_API,HBD_API,TPSA_API,AMR_API,nRB_API,nAtom_API,nAcidicGroup_API,RC_API,nRigidB_API,nAromaticRings_API,nHB_API,E_API,Eaq_API,relE_API,relEaq_API,EHOMO_API,ELUMO_API,Dipole_API,SolvationE_API,Solubility_API,Acidicpka1_API,Acidicpka2_API,Acidicpka3_API,Acidicpka4_API,Basicpka1_API,Basicpka2_API,Basicpka3_API,Basicpka4_API,MeltingP_API,MW_Co,LogP_Co,AlogP_Co,HBA_Co,HBD_Co,TPSA_Co,AMR_Co,nRB_Co,nAtom_Co,nAcidicGroup_Co,RC_Co,nRigidB_Co,nAromaticRing_Co,nHB_Co,E_Co,Eaq_Co,relE_Co,relEaq_Co,EHOMO_Co,ELUMO_Co,Dipole_Co,SolvationE_Co,Solubility_Co,Acidicpka1_Co,Acidicpka2_Co,Acidicpka3_Co,Acidicpka4_Co,Basicpka1_Co,Basicpka2_Co,Basicpka3_Co,Basicpka4_Co,MeltingP_Co,Formation_Binary,Coformer,Formula_Co,Formation
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,188.182,1.839,0.949,3,2,57.53,56.76,1,22,1,2,14,2,5,-1704575.09,-1704617.61,0,0,-548.42,-161.71,2.76,-42.52,188.182,2.7,12.3,0,0,0,0,0,0,195,1,1-hydroxy-2-naphthoic acid,C₁₁H₈O₃,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,150.086,-2.238,-1.714,6,4,115.06,26.21,3,16,2,0,6,0,10,-1593843.71,-1593891.9,0,0,-675.33,-71.59,1.09,-48.2,37131.5017,2.72,4.79,13.03,14.44,0,0,0,0,206,1,tartaric acid,C₄H₆O₆,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,2.85,5.72,0,0,0,0,0,0,130.5,1,maleic acid,C₄H₄O₄,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,90.034,-0.688,-0.48,4,2,74.6,14.44,1,8,2,0,4,0,6,-992772.6,-992803.43,0,0,-718.06,-199.72,0.01,-30.83,21764.9932,1.36,4.11,0,0,0,0,0,0,189.5,1,oxalic acid,C₂H₂O₄,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,200.234,1.209,0.88,4,2,74.6,49.12,2,30,2,1,12,0,6,-1814648.58,-1814677.39,0,0,-689.98,-22.97,2.62,-28.807,1266.4034,4.07,4.8,0,0,0,0,0,0,405,1,camphoric acid,C₁₀H₁₆O₄,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,108.096,-0.228,-0.019,2,0,34.14,31.03,0,12,0,1,8,0,2,-1000848.45,-1000866.78,0,0,-689.86,-353.04,0,-18.33,2.1243,0,0,0,0,0,0,0,0,115.7,1,"1,4-benzoquinone",C₆H₄O₂,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,73.095,-0.384,-0.499,2,0,20.31,20.19,1,12,0,0,3,0,2,-652015.62,-652032.2,0,0,-619.86,73.99,3.83,-16.58,406.0466,0,0,0,0,-1.26,0,0,0,-60.3,1,Dimethylformamide ,C₃H₇NO,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,74.079,0.173,-0.154,2,1,37.3,17.67,1,11,1,0,3,0,3,-704229.57,-704248.53,0,0,-700.78,20.8,1.46,-18.95,12445.681,4.75,0,0,0,0,0,0,0,-20.7,1,propionic acid,C₃H₆O₂,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,137.138,0.497,-0.229,3,2,63.32,40.5,1,17,1,1,9,1,5,-1249397.87,-1249429.06,0,0,-520.73,-109.28,1.09,-31.19,683.13,4.89,0,0,0,1.95,0,0,0,145,1,anthranilic acid,C₇H₇NO₂,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,100.039,0.926,0.649,1,1,20.23,13.71,1,9,0,0,4,0,2,-1188217.49,-1188234.87,0,0,-757.97,157.14,1.45,-17.37,30.4614,11.49,0,0,0,0,0,0,0,-43.5,1,"2,2,2-trifluoroethanol",C₂H₃F₃O,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,46.025,-0.316,-0.309,2,1,37.3,8.57,0,5,1,0,2,0,3,-497943.86,-497964.03,0,0,-744.66,-12.41,1.44,-20.18,40766.2979,4.27,0,0,0,0,0,0,0,8.3,0,Formic acid ,CH₂O₂,So
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,137.138,-0.46,0.01,3,2,63.32,38.78,1,17,0,1,9,1,5,-1249355.14,-1249408.98,0,0,-589.81,-72.89,4.75,-53.841,9.6337,8.49,15.58,0,0,-0.2,0,0,0,161.5,1,p-hydroxybenzamide,C₇H₇NO₂,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,180.159,0.67,0.44,4,1,63.6,48,3,21,1,1,10,1,5,-1702086.39,-1702120.03,0,0,-654.31,-151.07,2,-33.64,255.1061,3.41,0,0,0,0,0,0,0,135,1,acetylsalicylic acid,C₉H₈O₄,CC
Carbamazepine,C₁₅H₁₂N₂O,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,78.135,-0.718,-0.317,1,0,36.28,20.56,0,10,0,0,3,0,1,-1452140.27,-1452202.65,0,0,-565.77,108.09,3.92,-62.38,681.8291,0,0,0,0,0,0,0,0,18.45,1,Dimethyl Sulfoxide ,C₂H₆OS,CC
Carvedilol,C₂₄H₂₆N₂O₄,406.482,2.084,-0.08,6,3,71.98,129.03,10,56,0,4,23,4,9,-3517177.94,-3517220.51,0,0,-515.41,-79.72,4.64,-42.572,0.0511,14.03,15,0,0,8.74,0,0,0,114.5,140.075,-0.845,-0.344,4,2,76.57,28.06,2,17,2,0,5,0,6,-2000206.67,0,0,0,-717.67,74.5,1.29,0,138704.1053,1.78,6.81,0,0,0,0,0,0,0,0,dihydrogen phosphate isopropanol,C₃H₉O₄P,So
Carvedilol,C₂₄H₂₆N₂O₄,406.482,2.084,-0.08,6,3,71.98,129.03,10,56,0,4,23,4,9,-3517177.94,-3517220.51,0,0,-515.41,-79.72,4.64,-42.572,0.0511,14.03,15,0,0,8.74,0,0,0,114.5,152.149,-0.16,0.351,3,2,57.53,42.84,2,19,1,1,9,1,5,-1404625.41,-1404653.5,0,0,-626.1,-61.8,2.38,-28.09,927.8115,3.75,13.57,0,0,0,0,0,0,123.5,0,mandelic acid / 2-hydroxy-2-phenylacetic acid,C₈H₈O₃,S
Carvedilol,C₂₄H₂₆N₂O₄,406.482,2.084,-0.08,6,3,71.98,129.03,10,56,0,4,23,4,9,-3517177.94,-3517220.51,0,0,-515.41,-79.72,4.64,-42.572,0.0511,14.03,15,0,0,8.74,0,0,0,114.5,90.034,-0.688,-0.48,4,2,74.6,14.44,1,8,2,0,4,0,6,-992772.6,-992803.43,0,0,-718.06,-199.72,0.01,-30.83,21764.9932,1.36,4.11,0,0,0,0,0,0,189.5,0,oxalic acid,C₂H₂O₄,S
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,277.408,1.903,-0.466,3,1,32.7,80.69,5,47,0,2,16,1,4,-2280437.93,-2280456.78,0,0,-515.66,15.25,1.68,-18.854,83.8861,14.42,0,0,0,9.06,0,0,0,216,1,venlafaxin,C₁₇H₂₇NO₂,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,85.106,-0.312,-0.876,2,1,29.1,19.61,0,13,0,1,6,0,3,-752025.34,-752055.44,0,0,-602.47,86.64,3.9,-30.11,271.735,14.75,0,0,0,-1.83,0,0,0,25,1,2-pyrrolidinone,C₄H₇NO,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,113.16,0.404,-1.452,2,1,29.1,25.44,0,19,0,1,8,0,3,-958273.43,-958298.02,0,0,-594.41,81.79,3.97,-24.59,84.5835,14.99,0,0,0,-1.44,0,0,0,69.3,1,caprolactam,C₆H₁₁NO,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,95.101,-0.113,-0.327,2,1,29.1,27.25,0,12,0,1,7,0,3,-848818.5,-848850.73,0,0,-555.74,-109.89,4.16,-32.24,16.1291,11.4,0,0,0,0,0,0,0,107.8,1,2(1h)-pyridinone,C₅H₅NO,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,109.128,0.123,0.187,2,1,29.1,33.06,0,15,0,1,8,0,3,-951955.16,-951985.25,0,0,-545.32,-84.15,4.52,-30.085,36.5854,11.55,0,0,0,0,0,0,0,0,1,6-methylpyridin-2-ol,C₆H₇NO,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,177.125,1.003,1.089,2,1,29.1,38.28,1,18,0,1,11,0,3,-1836551.06,-1836569.18,0,0,-593.74,-153.47,4.78,-18.127,1.2496,11.47,0,0,0,0,0,0,0,0,1,6-methyl-4-(trifluoromethyl)-1H-pyridin-2-one,C₇H₆F₃NO,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,125.127,0.127,-0.719,3,1,38.33,33.96,1,16,0,1,8,0,4,-1149298.22,-1149331.87,0,0,-516.52,-71.5,2.99,0,17.7932,10.9,0,0,0,0,0,0,0,0,1,3-methoxypyridin-2(1h)-one,C₆H₇NO₂,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,122.127,-1.236,-1.112,3,1,55.45,33.61,1,15,0,1,8,1,4,-1094058.47,-1094104.76,0,0,-645.49,-136.87,1.86,-46.28,51.0074,13.39,0,0,0,3.63,-1.95,0,0,128.8,1,nicotinamide,C₆H₆N₂O,CC
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,109.128,0.029,-0.225,2,0,20.31,32.94,0,15,0,1,8,0,2,-951940.3,-951963.67,0,0,-543.13,-97.89,3.93,-23.38,117.1661,0,0,0,0,0,0,0,0,31,0,"1-methyl-1,2-dihydropyridin-2-one",C₆H₇NO,So
Celecoxib,C₁₇H₁₄F₃N₃O₂S,381.378,2.266,2.148,5,1,84.14,100.28,4,40,0,3,24,3,6,-4378887.1,-4378941.53,0,0,-634.69,-173.19,4.98,-54.44,0.0012,10.6,0,0,0,-0.41,0,0,0,158,87.122,-0.148,-0.42,2,0,20.31,24.26,1,15,0,0,4,0,2,-755152.38,-755171.63,0,0,-597.13,79.41,3.67,-23.38,117.1661,0,0,0,0,0,0,0,0,-18.59,0,"N,N-Dimethyl acetamide ",C₄H₉NO,So
Chlorzoxazone,C₇H₄ClNO₂,169.567,1.012,0.794,3,1,38.33,43.12,0,15,0,2,12,1,4,-2452969.75,-2452996.85,0,0,-597.68,-84.85,2.6,-27.1,0.2083,9.39,0,0,0,0,0,0,0,191.25,154.121,0.616,-0.158,4,3,77.76,40.17,1,17,1,1,10,1,7,-1498976.61,-1499042.46,0,0,-587.59,-117.54,0.89,-65.85,3184.1063,3.1,9.81,13.35,0,0,0,0,0,226,1,"2,4-dihydroxybenzoic acid",C₇H₆O₄,CC
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,138.122,0.908,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301570.04,-1301615.7,0,0,-589.03,-148.94,2.09,-45.66,1173.3617,2.79,13.23,0,0,0,0,0,0,158,0,2-hydroxybenzoic acid/ Salicyclic acid,C₇H₆O₃,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,32.042,-0.499,-0.358,1,1,20.23,8.26,0,6,0,0,1,0,2,-303607.93,-303630.29,0,0,-670.89,194.06,1.69,-22.36,413.5889,15.78,0,0,0,0,0,0,0,-97.8,0,Methanol ,CH₄O,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,82.049,0.41,0.155,1,1,20.23,12.82,1,9,0,0,3,0,2,-927700.4,-927718.7,0,0,-726.92,179.67,0.18,-18.3,89.0347,13.05,0,0,0,0,0,0,0,-28.2,0,"2,2-difluoroethanol",C₂H₄F₂O,So
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,0,fumaric acid,C₄H₄O₄,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,90.078,-0.591,-0.806,3,2,57.53,19.01,1,12,1,0,4,0,5,-901613.84,-901640.12,0,0,-686.8,-28.6,2.39,-26.28,21268.3039,3.78,14.59,0,0,0,0,0,0,16.8,0,lactic acid,C₃H₆O₃,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,128.087,-1.629,-0.84,5,2,75.27,24.37,0,13,0,1,9,0,7,-1285927.39,-1285966.94,0,0,-695.9,-149.67,0.02,-39.55,18553.6896,5.04,6.49,9.55,0,0,0,0,0,248,0,barbituric acid,C₄H₄N₂O₃,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,319.336,1.689,-0.523,6,2,72.88,87.36,3,41,1,3,22,1,8,-2913211.15,-2913272.72,0,0,-540.45,-129.43,7.39,-61.577,2.7546,5.58,0,0,0,8.77,-0.05,0,0,227.5,0,Norfloxacin,C₁₆H₁₈FN₃O₃,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,250.2,1.499,1.237,3,2,57.53,67.33,2,26,1,2,17,2,5,-2428603.82,-2428636.96,0,0,-576.62,-126.96,1.64,-33.146,250.201,2.69,12.68,0,0,0,0,0,0,215.5,0,diflunisal,C₁₃H₈F₂O₃,S
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,281.311,0.627,1.205,4,1,57.61,86.31,3,36,1,3,20,2,5,-2459184.42,-2459225.54,0,0,-554.24,-121.2,2.84,-41.113,56.011,3.74,0,0,0,0,0,0,0,213.5,0,indoprofen,C₁₇H₁₅NO₃,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,192.123,-2.247,-1.395,7,4,132.13,35.62,5,21,3,0,7,0,11,-1994447.49,-1994508.91,0,0,-669.2,-22.07,1.92,-61.42,47847.9722,3.05,4.67,5.39,13.92,0,0,0,0,153,0,citric acid,C₆H₈O₇,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,150.086,-2.238,-1.714,6,4,115.06,26.21,3,16,2,0,6,0,10,-1593843.71,-1593891.9,0,0,-675.33,-71.59,1.09,-48.2,37131.5017,2.72,4.79,13.03,14.44,0,0,0,0,206,0,tartaric acid,C₄H₆O₆,S
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,104.061,-0.299,-0.445,4,2,74.6,18.99,2,11,2,0,4,0,6,-1095935,-1095977.94,0,0,-725.66,-21.01,2.25,-42.93,38974.8936,2.43,5.92,0,0,0,0,0,0,135,0,malonic acid,C₃H₄O₄,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,2.85,5.72,0,0,0,0,0,0,130.5,0,maleic acid,C₄H₄O₄,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,183.187,-0.67,-0.299,4,1,71.62,45.15,0,17,0,2,13,1,5,-2488940.74,-2489012.43,0,0,-733.92,-214.16,3.99,-71.69,317.1382,1.94,0,0,0,0,0,0,0,228,0,saccharin,C₇H₅NO₃S,S
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,2.85,5.72,0,0,0,0,0,0,130.5,0,maleic acid,C₄H₄O₄,S
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,146.142,0.006,-0.986,4,2,74.6,29.36,5,20,2,0,4,0,6,-1405330.41,-1405366.75,0,0,-701.14,13.16,0,-36.34,20673.6768,3.92,4.7,0,0,0,0,0,0,153.2,0,adipic acid,C₆H₁₀O₄,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,0,fumaric acid,C₄H₄O₄,H
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,163.153,-1.514,-0.674,5,1,80.85,32.74,0,15,0,1,10,0,6,-2386363.69,-2386427.88,0,0,-726.84,-177.63,3.59,-64.193,2703.7815,3.02,0,0,0,0,0,0,0,123.2,0,acesulfame,C₄H₅NO₄S,S
Ciprofloxacin,C₁₇H₁₈FN₃O₃,331.347,1.809,-1.502,6,2,72.88,86.59,3,42,1,4,24,1,8,-3013090.48,-3013150.31,0,0,-538.58,-123.52,7.64,-59.828,1.6955,5.56,0,0,0,8.77,0.22,0,0,256,154.121,1.045,-0.158,4,3,77.76,40.17,1,17,1,1,10,1,7,-1498946.45,-1499012.65,0,0,-565.23,-122.14,3.13,-66.203,3184.1063,1.64,13.26,14.57,0,0,0,0,0,165,0,"2,6-dihydroxybenzoic acid",C₇H₆O₄,S
Cisapride/Prepulsid,C₂₃H₂₉ClFN₃O₄,465.953,1.669,-0.71,7,2,86.05,125.8,10,61,0,3,24,2,9,-5035999.27,-5036032.06,0,0,-539.87,-76.22,6.15,-32.79,0.1778,14.58,0,0,0,8.24,1.63,0,0,110,150.086,-2.238,-1.714,6,4,115.06,26.21,3,16,2,0,6,0,10,-1593843.71,-1593891.9,0,0,-675.33,-71.59,1.09,-48.2,37131.5017,2.72,4.79,13.03,14.44,0,0,0,0,206,0,tartaric acid,C₄H₆O₆,H
Cisapride/Prepulsid,C₂₃H₂₉ClFN₃O₄,465.953,1.669,-0.71,7,2,86.05,125.8,10,61,0,3,24,2,9,-5035999.27,-5036032.06,0,0,-539.87,-76.22,6.15,-32.79,0.1778,14.58,0,0,0,8.24,1.63,0,0,110,46.069,-0.076,-0.108,1,1,20.23,12.56,0,9,0,0,2,0,2,-406748.97,-406769.01,0,0,-667.9,194.89,1.67,-20.04,271.5489,0,0,0,0,0,0,0,0,-114.14,0,ethanol ,C₂H₆O,So
Cisapride/Prepulsid,C₂₃H₂₉ClFN₃O₄,465.953,1.669,-0.71,7,2,86.05,125.8,10,61,0,3,24,2,9,-5035999.27,-5036032.06,0,0,-539.87,-76.22,6.15,-32.79,0.1778,14.58,0,0,0,8.24,1.63,0,0,110,150.086,-2.238,-1.714,6,4,115.06,26.21,3,16,2,0,6,0,10,-1593843.71,-1593891.9,0,0,-675.33,-71.59,1.09,-48.2,37131.5017,2.72,4.79,13.03,14.44,0,0,0,0,206,0,tartaric acid,C₄H₆O₆,S
Clofazimine,C₂₇H₂₂Cl₂N₄,473.407,4.724,2.311,4,1,39.99,153.26,4,55,0,5,33,3,5,-5725208.33,-5725223.32,0,0,-493.31,-216.87,5.22,-15,0,0,0,0,0,5.89,2.24,0,0,211,73.095,-0.384,-0.499,2,0,20.31,20.19,1,12,0,0,3,0,2,-652015.62,-652032.2,0,0,-619.86,73.99,3.83,-16.58,406.0466,0,0,0,0,-1.26,0,0,0,-60.3,0,Dimethylformamide ,C₃H₇NO,So
